internship_id,date_time,profile,company,location,start_date,stipend,duration,apply_by_date,offer,education,skills,perks
2025WSHP3784,9/27/2025 22:30,Key Account Manager - Amazon Ads,Advertising Saga,Mumbai,Immediately,"₹ 15,000 - 20,000 /month",3 Months,4 Oct' 25,Nothing,"1. Currently pursuing or recently completed a degree in Marketing, Business, or a related field","Digital Marketing, Effective Communication, Interpersonal skills, Mathematics","Certificate, Flexible, Letter Of Recommendation, Mentorship"
2025WSHP3785,9/27/2025 22:27,Influencer Marketing,Sociohub Media,Mumbai,Immediately,"₹ 8,000 - 15,000 /month",3 Months,24 Oct' 25,Nothing,Not Specified,"Coordination, Creative Thinking, Creative Writing, Effective Communication, MS-Excel, Negotiation, Planning","Certificate, Flexible, Letter Of Recommendation"
2025WSHP3786,9/27/2025 23:15,Accounts,Tisteps Private Limited,Chennai,Immediately,"₹ 20,000 - 35,000 /month",6 Months,5 Nov' 25,Nothing,Not Specified,"Accounting, MS-Excel, MS-Office, Tally","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP3787,9/21/2025 16:00,Human Resources (HR),Hrithik Nag,Work from home,Immediately,"₹ 9,500 - 12,500 /month",4 Months,Not Available,Nothing,"1. Candidates pursuing/completed BBA, MBA (HR), or equivalent preferred.","Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Human Resources, Interpersonal skills, MS-Excel, MS-Office",Certificate
2025WSHP3788,9/27/2025 20:22,Flutter Development,TheCodeWork,Bangalore,Immediately,"₹ 20,000 - 35,000 /month",6 Months,22 Oct' 25,Nothing,Not Specified,"Dart, Firebase, Flutter, REST API","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP3789,9/28/2025 9:55,Graphic Design,Vibrant Viral Media,Ahmedabad,Immediately,"₹ 3,000 - 5,000 /month",4 Months,19 Oct' 25,Nothing,Not Specified,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Canva, CorelDRAW, Design Thinking, Video Editing","Certificate, Flexible, Letter Of Recommendation"
2025WSHP3790,9/27/2025 20:51,Telesales,Gigde Global Solutions Private Limited,Delhi,Immediately,"₹ 10,000 - 15,000 /month",6 Months,25 Oct' 25,Nothing,Not Specified,English Proficiency (Spoken),"Certificate, Letter Of Recommendation"
2025WSHP3791,9/27/2025 20:14,Nothing,Nothing,Not Available,Not Available,Not Available,Not Available,Not Available,Nothing,Not Specified,Not Available,Not Available
2025WSHP3792,9/21/2025 15:31,Performance Marketing & Ecommerce,Somiket,Work from home,Immediately,"₹ 4,000 - 10,000 /month",2 Months,9 Oct' 25,Nothing,Not Specified,"E-commerce, Facebook Ads, Google AdWords, Instagram Ads, YouTube Ads",Certificate
2025WSHP3793,9/27/2025 22:15,Client Relationship Management,Fusion Building Materials Private Limited,Hyderabad,Immediately,"₹ 4,000 - 6,000 /month",3 Months,15 Oct' 25,Nothing,"1. Students seeking internship opportunities while pursuing a BBA or recent graduates in Business Administration, or related fields","Client Relationship Management (CRM), MS-Office","Certificate, Letter Of Recommendation"
2025WSHP3794,9/21/2025 16:08,Social Media,Khyati Gupta,Work from home,Immediately,"₹ 2,500 - 6,000 /month",3 Months,Not Available,Nothing,Not Specified,"Creative Writing, Instagram Marketing, LinkedIn Marketing, Poster Design","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP3795,9/27/2025 21:51,"Prosthetics, Orthotics, And Podiatry (BPO/MPO)",Ambrosia Botanical,Gurgaon,Immediately,"₹ 5,000 - 12,000 /month",3 Months,5 Oct' 25,Nothing,Not Specified,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written)","Certificate, Letter Of Recommendation"
2025WSHP3796,9/27/2025 22:26,Finance & Accounting,Rentkar-Switch To Share,Mumbai,Immediately,"₹ 12,000 - 15,000 /month",3 Months,22 Oct' 25,Nothing,Not Specified,"Accounting, English Proficiency (Spoken), Financial Modeling, Microsoft PowerApps, MS-Excel, MS-Office, MS-PowerPoint, Tally","Certificate, Flexible, Letter Of Recommendation"
2025WSHP3797,9/21/2025 15:26,Data Analytics,Amrata,Work from home,Immediately,"₹ 15,000 - 25,000 /month",3 Months,11 Oct' 25,Nothing,Not Specified,"Data Analytics, MS-Excel, Power BI, Python, SQL, Tableau","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP3798,9/27/2025 22:36,Copywriting,Pollinate Labs,Mumbai,Immediately,"₹ 14,000 - 15,000 /month",3 Months,24 Oct' 25,Nothing,Not Specified,"Client Interaction, Copywriting, Creative Writing, English Proficiency (Written)","Certificate, Letter Of Recommendation, Mentorship, 5 Days A Week"
2025WSHP3799,9/27/2025 20:44,Business Development (Sales),BimaKavach Technologies Private Limited,Bangalore,Immediately,"₹ 10,000 - 15,000 /month",3 Months,Not Available,Nothing,Not Specified,"Cold Calling, English Proficiency (Spoken), Lead Generation, Prospecting, Report Generation, Research and Analytics, Sales","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP3800,9/21/2025 14:55,Video Editing/Making,QuantPact,Work from home,2. can start the work from home job/internship between 19th Oct'25 and 30th Oct'25,"₹ 5,000 - 10,000 /month",3 Months,19 Oct - 30 Oct' 25,Nothing,Not Specified,Video Making,5 Days A Week
2025WSHP3801,9/27/2025 20:55,Video Editor,Uboard India Limited,Faridabad,Immediately,"₹ 10,000 - 15,000 /month",3 Months,10 Oct' 25,Nothing,"1. Bachelor's degree in film production, multimedia arts, or a related field (required).","Adobe Premiere Pro, Attention to Detail, DaVinci Resolve, Final Cut Pro, Motion Graphics, Storytelling, Video Editing, Visual Storytelling",Certificate
2025WSHP3802,9/27/2025 21:48,Creative Writing,Astrotalk,Gurgaon,Immediately,"₹ 15,000 - 20,000 /month",3 Months,8 Oct' 25,Nothing,Not Specified,"Creative Writing, English Proficiency (Spoken), English Proficiency (Written)","Certificate, 5 Days A Week"
2025WSHP3803,9/28/2025 9:48,Graphic Design,Devakey Digital Solutions Pvt Ltd,Pune,Immediately,"₹ 4,000 - 5,000 /month",6 Months,26 Oct' 25,Nothing,Not Specified,"Adobe Illustrator, Adobe Photoshop, Canva","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP3804,9/27/2025 20:19,Recruitment,Key Mansions Private Limited,Bangalore,Immediately,"₹ 7,000 - 10,000 /month",3 Months,31 Oct' 25,Nothing,Not Specified,"Decision making, English Proficiency (Spoken), MS-Excel",Certificate
2025WSHP3805,9/27/2025 20:14,Operations,Mabi Nadaf,Bangalore,Immediately,"₹ 5,000 - 5,001 /month",6 Months,23 Oct' 25,Nothing,Not Specified,"Computer skills, Digital Advertising, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word",Certificate
2025WSHP3806,9/27/2025 22:01,Business Development (Sales),SN Digitech Private Limited,Noida,Immediately,"₹ 10,000 - 20,000 /month",6 Months,1 Oct' 25,Nothing,1. Graduate or post-graduate,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written)","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP3807,9/21/2025 15:39,Video Editing/Making,IHSKAS FOUNDATION,Work from home,Immediately,"₹ 6,000 - 6,001 /month",3 Months,8 Oct' 25,Nothing,Not Specified,"Adobe Premiere Pro, Video Editing","Certificate, Letter Of Recommendation"
2025WSHP3808,9/28/2025 10:08,Recruitment,The HR's Management Consultancy,Kolkata,Immediately,"₹ 3,500 - 26,000 /month",3 Months,10 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel",Letter Of Recommendation
2025WSHP3809,9/21/2025 14:55,Email Marketing Specialist,Flashfire,Work from home,Immediately,"₹ 10,000 - 15,000 /month",6 Months,19 Oct' 25,Nothing,Not Specified,"A/B Testing, Content Writing, Digital Marketing, Email Marketing, HubSpot, Mailchimp",Not Available
2025WSHP3810,9/21/2025 14:57,AI Project – iPhone Household Object Scanning,Graveiens Eduservices Private Limited,Work from home,Immediately,"₹ 16,000 - 37,000 /month",6 Months,18 Oct' 25,Nothing,Not Specified,"iOS, MS-Office, Photography","Certificate, Flexible"
2025WSHP3811,9/27/2025 22:55,Styling,The Souled Store,Mumbai,Immediately,"₹ 10,000 - 10,001 /month",3 Months,10 Oct' 25,Nothing,Not Specified,Fashion Styling,"Certificate, 5 Days A Week"
2025WSHP3812,9/27/2025 22:28,Social Media Marketing,IDZ Digital Private Limited,Thane,Immediately,"₹ 8,000 - 10,000 /month",3 Months,23 Oct' 25,Nothing,Not Specified,"Marketing, Social Media Marketing","Certificate, 5 Days A Week"
2025WSHP3813,9/21/2025 14:53,Social Media Marketing (Telegram),Lawtech,Work from home,Immediately,"₹ 5,000 /month",6 Months,19 Oct' 25,Nothing,1. Comfortable writing in a tone and chat that really clicks with law students and judiciary aspirants.,"Content Management, Creativity, Product Marketing, Social Media Marketing, Typing","Certificate, Letter Of Recommendation"
2025WSHP3814,9/21/2025 16:01,Subject Matter Expert (Mathematics),Kaushal Ranjeet Private Limited,Work from home,Immediately,"₹ 9,000 - 11,000 /month",3 Months,Not Available,Nothing,1. Applicants pursuing or having completed an MSc in Mathematics or a Qualified Advanced JEE are eligible for this internship,"Accounting Software, Calculus, Linear Algebra","Certificate, Flexible"
2025WSHP3815,9/27/2025 23:15,Frontend Developer,Primetrade.ai,Chennai,Immediately,"₹ 20,000 /month",6 Months,22 Oct' 25,Nothing,Not Specified,"Backend development, Frontend development, Python",Certificate
2025WSHP3816,9/27/2025 22:47,Email Marketing,Addend Analytics LLP,Navi Mumbai,Immediately,"₹ 8,000 - 9,000 /month",6 Months,17 Oct' 25,Nothing,4. are from Navi Mumbai only,Email Management,5 Days A Week
2025WSHP3817,9/21/2025 16:14,Full Stack Developer,"Bditto (London, United Kingdom)",Work from home,Immediately,"₹ 10,000 /month",3 Months,12 Oct' 25,Nothing,Not Specified,"Amazon Web Services (AWS), GitHub, Java, Microsoft Azure, Next.js, Node.js, PostgreSQL, Python","Certificate, Flexible, Letter Of Recommendation"
2025WSHP3818,9/27/2025 21:39,Client Servicing,VMS Events,Noida,Immediately,"₹ 10,000 - 12,000 /month",3 Months,10 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, Multitasking","Certificate, Letter Of Recommendation"
2025WSHP3819,9/27/2025 22:58,Internshala Student Partner,E-xpress Interactive Software Private Limited,Mumbai,Immediately,"₹ 2,000 - 12,000 /month",3 Months,8 Oct' 25,Nothing,Not Specified,"Digital Marketing Tools, Marketing, Market research",Certificate
2025WSHP3820,9/27/2025 22:33,Content and Social Media Marketing,FitCru,Mumbai,Immediately,"₹ 5,000 - 10,000 /month",3 Months,26 Oct' 25,Nothing,Not Specified,"Content Management, Content Writing, Instagram Marketing, LinkedIn Marketing, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation"
2025WSHP3821,9/21/2025 14:38,Search Engine Optimization (SEO),Get Catalyzed,Jaipur,Immediately,"₹ 6,000 - 8,000 /month",3 Months,4 Oct' 25,Nothing,Not Specified,"Digital Marketing, English Proficiency (Written), Google Analytics, Search Engine Marketing (SEM), Search Engine Optimization (SEO)","Certificate, Letter Of Recommendation, Mentorship"
2025WSHP3822,9/21/2025 16:11,Content and Social Media Marketing,RoamFluence E,Work from home,Immediately,"₹ 3,000 - 5,000 /month",6 Months,Not Available,Nothing,Not Specified,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Influencer Marketing, Instagram Marketing, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation"
2025WSHP3823,9/27/2025 22:15,Aerospace Engineering,Tisteps Private Limited,Chennai,Immediately,"₹ 30,000 - 40,000 /month",6 Months,5 Nov' 25,Nothing,Not Specified,"ANSYS, Catia, MATLAB, SolidWorks","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP3824,9/27/2025 22:11,Creative (Filmmaking & Content),Vector Technics Pvt Ltd,Hyderabad,Immediately,"₹ 15,000 - 20,000 /month",6 Months,25 Oct' 25,Nothing,Not Specified,"Adobe Premiere Pro, Social Media Marketing, Videography","Certificate, Letter Of Recommendation, Mentorship"
2025WSHP3825,9/21/2025 15:17,Field Sales,Sankar Group,Work from home,Immediately,"₹ 8,000 - 40,001 /month",6 Months,15 Oct' 25,Nothing,1. Education:  12th Pass / Graduate (any stream).,"Field Sales, Field Work, Marketing, Sales, Sales Management, Sales Strategy","Certificate, Letter Of Recommendation"
2025WSHP3826,9/27/2025 20:58,Supply Chain Management (SCM),Thakral Innovations Private Limited (Nespresso Division),Gurgaon,Immediately,"₹ 8,000 - 10,000 /month",3 Months,26 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), Logistics Management, MS-Excel, MS-Office, MS-PowerPoint, MS-Word","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP3827,9/27/2025 21:41,sales,The Class Of One,Noida,Immediately,"₹ 4,000 - 5,000 /month",3 Months,10 Oct' 25,Nothing,1. Engage with prospective students and parents to understand their educational needs.,"Collaboration, Counseling, Effective Communication, Teamwork",Not Available
2025WSHP3828,9/27/2025 22:51,Operations,Wynbee,Mumbai,Immediately,"₹ 15,000 - 25,000 /month",3 Months,13 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Operations","Certificate, Letter Of Recommendation"
2025WSHP3829,9/27/2025 23:11,Web Development,Axel Enterprises,Mumbai,Immediately,"₹ 7,500 - 8,500 /month",6 Months,2 Oct' 25,Nothing,Not Specified,"Canva, Internet, MS-Excel, MS-Word","Certificate, Flexible, Letter Of Recommendation"
2025WSHP3830,9/27/2025 20:26,Graphic Design,RR Lifestyles,Bangalore,Immediately,"₹ 12,000 - 15,000 /month",3 Months,16 Oct' 25,Nothing,Not Specified,"Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Adobe Photoshop Lightroom CC, CorelDRAW, Video Editing","Certificate, Letter Of Recommendation"
2025WSHP3831,9/21/2025 16:14,Telecalling,Winway Consultancy Services Private Limited,Work from home,Immediately,"₹ 25,000 - 35,000 /month",3 Months,Not Available,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), MS-Excel",5 Days A Week
2025WSHP3832,9/21/2025 15:54,Full Stack Development,Vaultboard Consulting Private Limited,Work from home,Immediately,"₹ 10,000 /month",2 Months,2 Oct' 25,Nothing,Not Specified,"JavaScript, MySQL, PHP","Certificate, Flexible, Letter Of Recommendation"
2025WSHP3833,9/27/2025 20:16,Graphic Design,101 Innovations,Kasavanahalli,Immediately,"₹ 7,000 - 8,000 /month",6 Months,17 Oct' 25,Nothing,Not Specified,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Autodesk Maya, Color Theory, Creative Thinking, Layout Design","Certificate, 5 Days A Week"
2025WSHP3834,9/28/2025 9:54,Brand Operations,The Volume Company,Pune,Immediately,"₹ 5,000 - 10,000 /month",6 Months,23 Oct' 25,Nothing,Not Specified,"Attention to Detail, Collaboration, Customer Support, Effective Communication, Email Management, Email Marketing, English Proficiency (Spoken), English Proficiency (Written)","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP3835,9/27/2025 21:55,Graphic Design,Arete Consultants Private Limited,Delhi,Immediately,"₹ 5,000 - 6,000 /month",6 Months,3 Oct' 25,Nothing,Not Specified,"Adobe Photoshop, Canva, CorelDRAW",Letter Of Recommendation
2025WSHP3836,9/27/2025 22:54,Content and Social Media Marketing,Mona Doctor,Mumbai,Immediately,"₹ 5,000 - 12,000 /month",3 Months,10 Oct' 25,Nothing,Not Specified,"Content Marketing, Graphic Design, Video Editing","Certificate, Flexible, Letter Of Recommendation"
2025WSHP3837,9/21/2025 16:07,Business Development (Sales),Non Veg City,Work from home,Immediately,"₹ 15,000 - 20,000 /month",6 Months,Not Available,Nothing,Not Specified,"Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel","Certificate, Flexible, Letter Of Recommendation"
2025WSHP3838,9/21/2025 15:18,Social Media Marketing,Jarurat Care,Work from home,Immediately,Unpaid,4 Months,13 Oct' 25,Nothing,Not Specified,"Creative Writing, Digital Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, Mentorship"
2025WSHP3839,9/21/2025 15:13,AI Video Editing,DeepThought CultureTech Ventures Private Limited,Work from home,Immediately,"₹ 4,000 /month",6 Months,16 Oct' 25,Nothing,Not Specified,Video Editing,Not Available
2025WSHP3840,9/27/2025 22:05,Digital Marketing,Ceeon India,Ghaziabad,Immediately,"₹ 3,000 - 9,000 /month",1 Month,Not Available,Nothing,Not Specified,"Digital Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO)","Certificate, 5 Days A Week"
2025WSHP3841,9/21/2025 14:40,Environmental Sciences,Minimalist,Jaipur,Immediately,"₹ 10,000 - 13,000 /month",4 Months,16 Oct' 25,Nothing,Not Specified,"Data Analysis, Performance Monitoring, Report Generation, Statutory compliances",Certificate
2025WSHP3842,9/21/2025 16:02,Nothing,Nothing,Not Available,Not Available,Not Available,Not Available,Not Available,Nothing,Not Specified,Not Available,Not Available
2025WSHP3843,9/27/2025 21:08,Educational Consultant,Digigrove Digital Pvt Ltd,Gurgaon,Immediately,"₹ 35,000 - 60,000 /month",6 Months,24 Oct' 25,Nothing,"1. Provide professional guidance to students and parents regarding various educational courses, institutions, and career options.","Effective Communication, Interpersonal skills, Problem Solving","Certificate, Flexible"
2025WSHP3844,9/21/2025 15:55,Photo & Video Editing (Fashion),Laxmi Traders,Work from home,Immediately,"₹ 4,000 - 6,000 /month",3 Months,1 Oct' 25,Nothing,Not Specified,"Adobe Photoshop, Adobe Photoshop Lightroom CC, Adobe Premiere Pro, Video Editing",Not Available
2025WSHP3845,9/28/2025 9:55,UI/UX Design,Guardinger Technologies Private Limited,Pune,Immediately,"₹ 12,000 - 15,000 /month",3 Months,22 Oct' 25,Nothing,Not Specified,"Adobe Photoshop, Figma, UI & UX Design, User Interface (UI) Development, Wireframing",Not Available
2025WSHP3846,9/21/2025 16:05,UI/UX Design,Whatbytes,Work from home,Immediately,"₹ 8,000 - 15,000 /month",6 Months,Not Available,Nothing,1. Candidates with a B.Des or B.Tech background will be preferred,"Figma, Webflow, Wireframing","Certificate, Flexible, Letter Of Recommendation"
2025WSHP3847,9/21/2025 15:37,Nothing,Nothing,Not Available,Not Available,Not Available,Not Available,Not Available,Nothing,Not Specified,Not Available,Not Available
2025WSHP3848,9/21/2025 15:20,Graphic Design,Hygena,Work from home,Immediately,"₹ 12,000 - 18,000 /month",6 Months,12 Oct' 25,Nothing,"1. You are a student, fresher, or recent graduate with graphic design as a passion, not just a skill.","Adobe Illustrator, Adobe Photoshop, Canva, CorelDRAW, UI & UX Design, Video Editing",Certificate
2025WSHP3849,9/27/2025 22:27,Fundraising,Roshani Beg,Chandigarh,Immediately,"₹ 10,500 - 15,500 /month",3 Months,26 Oct' 25,Nothing,1. Students from any stream/discipline can apply,English Proficiency (Spoken),"Certificate, Flexible, Letter Of Recommendation"
2025WSHP3850,9/27/2025 20:37,Management Trainee,Scott International,Bangalore,Immediately,"₹ 8,001 /month",3 Months,8 Oct' 25,Nothing,Not Specified,"Effective Communication, Interpersonal skills",Certificate
2025WSHP3851,9/27/2025 22:03,Sales and Marketing,Dhruva Rathore,Delhi,Immediately,"₹ 30,001 - 80,001 /month",3 Months,Not Available,Nothing,Not Specified,"Client Relationship Management (CRM), Digital Marketing, Sales",Not Available
2025WSHP3852,9/27/2025 20:32,Operations,Dwarkadhish Overseas,Bangalore,Immediately,"₹ 12,000 - 13,500 /month",3 Months,12 Oct' 25,Nothing,1. BBA (International Business),"Canva, ChatGPT, Critical thinking, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint","Certificate, Letter Of Recommendation"
2025WSHP3853,9/27/2025 22:01,Social Media Marketing,Kaalzua Design Technologies Private Limited,Greater Noida,Immediately,"₹ 12,000 - 15,000 /month",6 Months,Not Available,Nothing,Not Specified,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM)","Certificate, Letter Of Recommendation"
2025WSHP3854,9/27/2025 21:42,Photo & Video Editing + Brand Assistance,OTM,Delhi,Immediately,"₹ 10,000 /month",3 Months,9 Oct' 25,Nothing,Not Specified,"Canva, Coordination, Creative Thinking, Effective Communication, Image Editing, Social Media Marketing, Video Editing","Certificate, Letter Of Recommendation"
2025WSHP3855,9/27/2025 22:58,Web Development(Full Stack),Reflex Realty LLP,Mumbai,Immediately,"₹ 7,000 - 10,000 /month",6 Months,8 Oct' 25,Nothing,"1. Candidates who are currently pursuing their Bachelor’s or Master’s degree in Computer Science / IT / Engineering, or are recent graduates.","APIs, CSS, CSS3, Firebase, Flutter, HTML, HTML 5, Java","Certificate, Flexible, Letter Of Recommendation"
2025WSHP3856,9/27/2025 20:37,HR Trainee,Recrivio,Bangalore,Immediately,"₹ 15,000 - 17,000 /month",6 Months,8 Oct' 25,Nothing,Not Specified,Recruitment,Not Available
2025WSHP3857,9/27/2025 20:40,Business Development (Sales),UpTroop Private Limited,Pune,Immediately,"₹ 20,000 - 45,000 /month",3 Months,3 Oct' 25,Nothing,Not Specified,"Email Marketing, English Proficiency (Spoken), English Proficiency (Written), HubSpot, MS-PowerPoint, Sales Support","Flexible, 5 Days A Week"
2025WSHP3858,9/21/2025 14:58,Operations,Fitness 2020,Work from home,Immediately,"₹ 5,000 - 12,000 lump sum",3 Months,18 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint","Certificate, Flexible, Letter Of Recommendation"
2025WSHP3859,9/27/2025 20:21,Architecture,Clunch Developers,Bangalore,Immediately,"₹ 5,000 - 7,000 /month",3 Months,23 Oct' 25,Nothing,1. Candidates who have completed BArch/Diploma recently (fresh graduates),"Adobe Illustrator, AutoCAD, Autodesk 3ds Max, Autodesk Revit, Google SketchUp, MS-Office","Certificate, Letter Of Recommendation"
2025WSHP3860,9/27/2025 20:41,Graphic Design,Falcon Reality,Bangalore,Immediately,"₹ 10,000 - 20,000 /month",3 Months,3 Oct' 25,Nothing,Not Specified,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop","Certificate, Letter Of Recommendation"
2025WSHP3861,9/21/2025 15:59,Search Engine Optimization (SEO),Poles Media Labs LLP,Work from home,Immediately,"₹ 7,000 - 10,000 /month",6 Months,Not Available,Nothing,Not Specified,"Critical thinking, Digital Marketing, English Proficiency (Written), Google AdWords, Google Analytics, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Shopify","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP3862,9/21/2025 16:00,Human Resources (HR),Career Comfort,Work from home,Immediately,"₹ 12,000 /month",3 Months,Not Available,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written)","Certificate, Letter Of Recommendation"
2025WSHP3863,9/27/2025 22:05,Auditing & Accounting,Milind Nyati And Company,Delhi,Immediately,"₹ 3,000 - 20,000 /month",6 Months,Not Available,Nothing,Not Specified,"Accounting, Auditing, Banking, Consulting, MS-Excel","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP3864,9/27/2025 22:54,Business Development (Sales),Pneuma Football Club Private Limited,Mumbai,Immediately,"₹ 10,000 - 15,000 /month",3 Months,11 Oct' 25,Nothing,Not Specified,"Digital Marketing, Email Marketing, English Proficiency (Spoken), MS-Excel, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP3865,9/21/2025 16:20,Architecture & Visualisation Manager,Stories Arabia FZ,Work from home,Immediately,"₹ 5,000 - 12,000 /month",1 Month,Not Available,Nothing,"2. Understand zoning, scale, orientation, and environment to develop human-centric master plans","AutoCAD, Autodesk Revit, Google SketchUp, MidJourney (GenAI), Rhino","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP3866,9/27/2025 23:09,Micro Influencer Instagram,HumbleWalking,Mumbai,Immediately,"₹ 7,000 - 13,000 /month",1 Month,18 Oct' 25,Nothing,"2. Collaborate with our marketing & counselling team  to share student success stories, study tips, and informative content.","Effective Communication, Interpersonal skills","Certificate, Flexible, Letter Of Recommendation"
2025WSHP3867,9/27/2025 20:29,Artificial Intelligence (AI),Elementals.ai,Bangalore,Immediately,"₹ 20,000 - 40,000 /month",6 Months,15 Oct' 25,Nothing,Not Specified,"Computer Vision, Transformers","Certificate, Flexible, Letter Of Recommendation, Mentorship"
2025WSHP3868,9/27/2025 20:36,Graphic Design,Shruti Sushma,Bangalore,Immediately,"₹ 18,000 - 25,000 /month",6 Months,9 Oct' 25,Nothing,Not Specified,"Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Adobe Photoshop Lightroom CC, ChatGPT, MidJourney (GenAI)","Certificate, Flexible"
2025WSHP3869,9/21/2025 15:41,Animation,Dashtoon,Work from home,Immediately,"₹ 10,000 - 15,000 /month",3 Months,6 Oct' 25,Nothing,Not Specified,"Adobe Premiere Pro, AI Image Generation, AI Voiceover, Animation, Generative AI Tools",Certificate
2025WSHP3870,9/27/2025 22:38,Graphic Design,Binge Consulting,Mumbai,Immediately,"₹ 5,001 - 9,500 /month",3 Months,22 Oct' 25,Nothing,Not Specified,"Adobe After Effects, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Adobe Premiere Pro, Canva, CorelDRAW, Video Editing","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP3871,9/21/2025 15:57,Nothing,Nothing,Not Available,Not Available,Not Available,Not Available,Not Available,Nothing,Not Specified,Not Available,Not Available
2025WSHP3872,9/27/2025 23:17,Search Engine Optimization (SEO),Tisteps Private Limited,Chennai,Immediately,"₹ 30,000 - 40,000 /month",6 Months,1 Nov' 25,Nothing,Not Specified,"Digital Marketing, Google Analytics, Search Engine Optimization (SEO), Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP3873,9/27/2025 21:19,Search Engine Optimization (SEO),Traffic Tail,Delhi,Immediately,"₹ 5,000 - 6,000 /month",6 Months,18 Oct' 25,Nothing,Not Specified,"Digital Marketing, Search Engine Optimization (SEO)","Certificate, Letter Of Recommendation"
2025WSHP3874,9/27/2025 21:04,Content and Social Media Marketing,Dial4242,Ghaziabad,Immediately,"₹ 2,500 - 3,500 /month",3 Months,25 Oct' 25,Nothing,Not Specified,"Adobe Photoshop, Canva, Image Editing, Social Media Marketing","Certificate, Letter Of Recommendation"
2025WSHP3875,9/27/2025 20:32,Inside Sales,BNM Business Solutions LLP,Pune,Immediately,"₹ 12,000 - 18,000 /month",3 Months,14 Oct' 25,Nothing,"4. are from Pune, Navi Mumbai, Bangalore, Indore only",Sales Strategy,Certificate
2025WSHP3876,9/27/2025 22:18,Nothing,Nothing,Not Available,Not Available,Not Available,Not Available,Not Available,Nothing,Not Specified,Not Available,Not Available
2025WSHP3877,9/27/2025 23:01,Social Media Marketing,Flavors4All,Mumbai,Immediately,"₹ 10,000 - 15,000 /month",6 Months,4 Oct' 25,Nothing,Not Specified,".NET, Adobe Dreamweaver, Adobe Fireworks, Autodesk 3ds Max, Creative Writing, Digital Marketing, Facebook Marketing, Instagram Marketing","Certificate, Flexible, Letter Of Recommendation"
